No.,Time,Source,Destination,Protocol,Length,Info
439,0.020334,426d:7339:d28b:6b10:443c:dcc7:6d9b:d460,ec8d:961f:93fb:48b6:4426:2559:5c9a:b156,UDP,107,56541 > 25342 Len=107
440,0.009246,6afd:782e:571b:d921:7f55:2191:acac:6d0b,ffe1:9743:854e:4d92:2d24:bd62:c55a:4ca7,UDP,56,18617 > 25742 Len=56
441,0.067367,b101:7cc8:d378:aff5:4960:4525:7ccc:83ad,d03:54b8:1d6e:3151:cc68:f25b:425c:cd3,UDP,59,13355 > 53757 Len=59
442,0.07617,6872:6c73:a45e:815:71d0:5c4:f827:ac5c,cdb0:42fb:736a:a20f:72ed:5b59:417a:b984,UDP,111,14713 > 58005 Len=111
443,0.090703,7d1b:c6d1:bc3f:98f3:8bb:7888:e340:42a3,e6b4:e573:2a3:b833:395d:7ed9:53b3:b20a,TCP,51,14905 > 62441 Len=51
444,0.019002,e497:e5f7:db39:c861:2739:dd72:3884:40e2,250a:7997:612:f893:86f3:60a5:f17a:832e,UDP,145,50459 > 32410 Len=145
445,0.091444,c9c0:1888:7c02:cf85:5e4f:4650:e72e:d4c5,d3e7:3297:57c7:aa73:70a1:6758:5481:bb11,UDP,100,60997 > 16708 Len=100
446,0.055208,3edd:e911:698a:c4ac:5b89:7491:1ace:b390,3879:39dc:4754:60c1:9944:4274:3296:3a8b,TCP,98,31580 > 35997 Len=98
447,0.064872,aece:7694:db7f:fd78:5bee:343c:7ef6:f7a1,79bd:ada4:c75:21a:87ea:e0ef:d1a2:19fa,TCP,83,24593 > 34631 Len=83
448,0.088281,4d1b:f458:eab5:f9f7:bce0:b9de:198d:7fd4,9c47:40c1:4d8a:a54a:1b31:f0c4:4a23:ea41,TCP,62,53637 > 65335 Len=62
449,0.072241,c476:a390:c092:774c:bdf0:ef28:17fe:371b,3802:d33f:1ac5:ce00:5521:92c4:3a01:cd28,TCP,76,25318 > 21531 Len=76
450,0.041393,34d2:1f11:c838:a858:7f5d:46bd:61ed:47a4,787c:3cee:d27b:d1d4:4af8:6029:77d1:99fb,UDP,144,10587 > 2086 Len=144
451,0.026077,1ca7:9922:3cf4:3109:32f8:b6ee:de50:9ae2,aa22:6d9b:c1b8:e6a:4b5e:e6a:ea22:22fc,TCP,87,11012 > 13881 Len=87
452,0.032987,8276:49a4:8fac:450:405f:9311:d0a3:21dd,c813:db88:bd6d:7544:d81e:a3b4:2405:3056,TCP,122,55639 > 17128 Len=122
453,0.04993,a84:9f52:9d7f:5981:af6b:9b04:7ced:28d1,fdb7:801e:2ed6:d7b:3dac:fdc9:dade:90bc,TCP,82,51051 > 54867 Len=82
454,0.048862,33ae:5aa2:68b8:d9b1:2310:8dc4:9044:be7a,8cfc:4aba:7b9:b002:acd7:5d3d:4733:b16b,TCP,108,12049 > 49046 Len=108
455,0.079498,d34f:3d06:1e1:fff:45eb:1460:244:84d0,55fe:8d92:d8e3:2f07:35a9:3b4d:7137:d609,UDP,67,48230 > 36842 Len=67
456,0.048832,e58c:9226:9d76:30a8:351c:51bb:a47c:c8e1,d5ae:77bd:9861:10bd:460c:9706:2177:7a77,UDP,117,3240 > 56013 Len=117
457,0.08467,e3b7:d363:9389:14db:d1c9:7204:d929:65f7,513a:fede:5cfc:52ba:d9e:d8ae:6df4:34c0,UDP,147,1442 > 28050 Len=147
458,0.013749,da2b:5767:e230:94c5:53c3:ce35:1a9c:20b6,fa09:63da:51ea:eb34:e029:94bc:839a:a160,UDP,58,47369 > 10921 Len=58
459,0.000914,a374:8ceb:b9e8:ef15:19f5:a427:4248:146a,ffb7:8e3:3c8a:ded2:bc5f:24a:c086:72b0,TCP,97,4985 > 41514 Len=97
460,0.063773,c1d6:f135:e69:8fe2:374e:480c:9b3e:575d,771b:1dc7:f45d:dcc:9e6c:c123:c3a2:a04c,TCP,134,32996 > 2054 Len=134
461,0.000661,30b0:ca3b:cf3b:e09:3f4c:8688:f191:d9e5,74c:872a:cb6:eab2:f2dc:a066:9ba7:72c1,TCP,51,2120 > 35719 Len=51
462,0.072219,4ac4:6701:4b21:f4b7:17d1:5d0d:1dea:819b,5936:d7b3:b707:7d49:73ed:acd8:f840:2496,TCP,52,33937 > 54315 Len=52
463,0.069786,3d69:1c48:2ffb:928d:e8cc:b47a:d795:8c04,fae0:1956:44a4:8fa8:777f:8874:1981:769d,TCP,72,8037 > 61189 Len=72
464,0.009631,40bf:ffc9:c992:44d4:42b3:4501:4ee7:32aa,eeab:330:eb91:bab3:afdd:2424:f4ac:da2e,UDP,80,13602 > 41641 Len=80
465,0.052646,699:6597:4cf8:5d85:b8bd:3b75:624:3626,e38d:6bb7:1db0:13bf:9ed2:2459:121:3897,TCP,84,53120 > 27035 Len=84
466,0.007902,63f1:1cf9:b3fa:891c:9d51:a0ff:da00:2a65,85b8:d8da:af9e:dbca:158e:e151:adc0:eed8,TCP,108,38051 > 16962 Len=108
467,0.099023,902e:7eb8:563e:49d0:5a1:d5cd:1fab:7c38,5e48:edaf:7d9c:71d7:d285:9eb4:bcd2:ebde,UDP,88,45853 > 55291 Len=88
468,0.084787,8a3:1886:d74e:9936:dd68:e31a:5af1:9edb,8295:3bcc:e090:76db:3916:f490:26ef:6a1a,UDP,61,27584 > 25879 Len=61
469,0.037717,563e:6c2e:10e7:eed2:a003:f014:4eeb:819e,f0a8:1fca:cce1:18c:a936:cafe:b1ec:b91a,TCP,57,42753 > 1643 Len=57
470,0.070285,5d4c:8725:4872:ccd7:fb1d:d42f:c9ad:7182,70fb:5c21:df76:61e0:1ac1:77fc:5e84:277f,UDP,113,56423 > 29460 Len=113
471,0.064491,5045:ddc9:19f3:fdef:ea53:2a41:592c:dcc0,3bd3:ea:e67b:9be8:d615:1d40:6873:46d5,TCP,122,65074 > 57251 Len=122
472,0.097384,34f5:e77a:ef79:d11a:c367:790d:bc48:98db,365d:bce7:baa4:5904:f7ea:53a9:d2f6:5f6b,UDP,79,14879 > 60089 Len=79
473,0.086812,bdb7:c3fd:b73e:cb33:db73:92c2:737b:214f,316:ef8c:e7de:2ecf:617c:d9b1:a343:1c19,TCP,84,4075 > 61589 Len=84
474,0.007435,3bfe:75a9:dd78:1ffa:c7fe:f01a:29cb:b7bf,2ab0:9412:3b0c:2b5a:9dd0:9e39:4d02:adf7,TCP,119,37954 > 44153 Len=119
475,0.00329,c917:a040:7efd:9a7c:5387:89eb:75e4:8e5f,d054:c64e:2549:ffa:f944:927f:55c5:70ac,TCP,52,64034 > 14600 Len=52
476,0.058704,2a73:4fbe:ca8c:c12d:fc9b:75b6:a816:4a83,7609:522c:9a3b:7e16:8b15:3b0e:8bb1:75c9,TCP,59,20637 > 11670 Len=59
477,0.056396,8c29:eaf8:675e:72fe:4bc:e6e1:a0a8:4aa5,a14c:4883:611d:559e:d74f:3fa6:5f1e:8e2c,TCP,136,59778 > 36450 Len=136
478,0.033173,bc1c:c4f9:11d8:318b:ea60:ea5c:de15:ea48,aa6b:1628:2967:344d:be02:2a23:b198:f0bf,UDP,138,48482 > 6163 Len=138
479,0.050079,53b3:3994:e2e1:3018:6204:46e7:53b5:555a,5478:6930:1c50:81a7:6342:dc3b:6b3d:38a1,TCP,56,7425 > 29669 Len=56
480,0.023214,90b4:44d6:d9fa:7f54:82e4:7ca6:8092:8dd6,b080:ee1a:7948:751e:d579:2bb2:413e:edda,UDP,93,40684 > 51421 Len=93
481,0.061387,924b:991d:4b79:c7b8:ea7:fe5b:5ef3:d7f0,9487:23e8:cbda:3359:7574:f07f:d950:618b,TCP,149,22413 > 2965 Len=149
482,0.063412,65d8:465e:c8ae:376d:77c2:682e:3ce2:5ceb,f2f1:e10:b048:64b3:b24e:4dc6:aec6:b3c7,TCP,112,15975 > 24342 Len=112
483,0.055304,4a:610:8dd6:b9a2:2ce1:376f:3258:c494,5a6d:3738:e95d:a58c:a992:41d1:9d2d:76cc,TCP,105,13196 > 45568 Len=105
484,0.058588,e8da:81af:65a2:550d:a48e:bb24:913d:1ecc,d4db:c961:67fe:8997:a714:b10c:ce62:ce33,TCP,60,51628 > 41565 Len=60
485,0.029538,5340:cb:693c:3e45:b70d:a837:df09:6679,5b1a:1545:4cb5:b67d:3a38:b525:cc05:edb8,UDP,141,5841 > 6400 Len=141
486,0.026797,3562:d5fd:53d6:2031:5e1c:ee83:f2eb:3b98,8322:8e82:4b9e:a0f4:8f08:f19a:9525:2322,TCP,141,52397 > 42567 Len=141
487,0.015428,e19d:6053:b9de:2136:4c49:74c5:e981:c450,d31c:b54:704c:7114:76bf:d549:52e5:a505,TCP,90,24662 > 8006 Len=90
488,0.009152,f2ad:1935:45d2:3613:60bd:7616:a2ff:6807,663d:3c1d:88c0:bffa:a62f:d7a7:229e:f647,TCP,106,24611 > 50919 Len=106
489,0.026977,651d:8de6:94d:bf5e:69bf:901c:3d00:2a54,5a39:7754:cf60:b5b9:ec3c:d7:a8b:7b1f,UDP,61,13304 > 29268 Len=61
490,0.044884,3611:2f45:6f00:c646:6516:a4b8:bbb0:35ab,a67c:e2f3:9eb3:de7:6947:9488:e9e:f9f,TCP,63,2745 > 6897 Len=63
491,0.035391,ed44:48c5:d821:9db1:67d:2e2b:fa8a:3a63,a730:3238:fad9:1e7e:a629:e76e:1aec:7697,UDP,126,40217 > 52432 Len=126
492,0.032443,ec0e:4417:d0b:8572:eeb1:6e3e:3318:f6f2,eb71:aa00:de96:fdc6:c30c:76c6:6528:1eb4,TCP,51,20150 > 28143 Len=51
493,0.03878,6b3d:e8a2:bcde:e348:bc0e:b7f2:fde7:cb64,73ba:1218:4408:f646:9ce5:4b2e:4dbc:1b00,UDP,142,60080 > 37693 Len=142
494,0.090521,97fc:a506:e12f:96ac:b508:45af:c7e6:465f,3c74:c5a6:ea0a:1e86:867d:e62d:d95c:365a,UDP,123,35175 > 12137 Len=123
495,0.068532,bc80:850d:8c8:b9f7:9a:c67b:fa73:fce1,6a9f:6f9a:729a:78dd:4a50:e23d:2a9c:c3c8,UDP,67,18647 > 20758 Len=67
496,0.026841,cdea:d70f:e626:7322:ae99:3ede:10c:b4a4,1f1f:7a25:663e:4c64:b323:a922:65f2:e2dd,UDP,58,11982 > 29510 Len=58
497,0.027596,ac40:4569:9a3:f42b:9f37:74d7:2bde:543e,b75d:6116:52d6:8a45:afd2:add:1e9a:a1bf,TCP,111,52316 > 6065 Len=111
498,0.036112,f3e0:93f8:3a53:cd0a:b5af:6959:1f20:3f36,3ebe:3cb3:9732:2e9a:9ede:aef8:4b97:3244,UDP,142,41986 > 33516 Len=142
499,0.059381,f93e:9682:d4c2:eb5c:95e0:e0aa:8f8d:c8ea,c680:860c:6aa2:281f:80a8:dd45:2ab9:abb0,UDP,108,8034 > 9903 Len=108
500,0.030466,8bd7:22de:e1f4:ebf4:e966:247c:8713:4a84,aee:2eeb:cb5a:1e3b:34d5:3fb:72ad:7e59,TCP,92,56179 > 41668 Len=92
501,0.037989,1ef6:dd8a:445c:853a:97f8:fda7:9a63:86a9,522d:48bc:8e42:6640:ec27:5ef2:83f3:3221,TCP,106,22961 > 29244 Len=106
502,0.081548,d85c:d397:5a36:93a2:4ad9:f835:27fe:ddc,4ac0:91f1:881b:f81d:7be2:5064:6a28:4fdd,UDP,88,22039 > 40556 Len=88
503,0.094728,c872:6543:2b3d:8fc0:ee53:43f2:a5c6:bc45,74c4:840a:e1bd:57ad:f5d6:a9f9:3030:a572,UDP,111,21614 > 12665 Len=111
504,0.096457,4ca4:3fc6:fa14:a3e:c19:afa5:63b1:8ec9,ace9:6f2e:c8c6:46eb:4fb6:8e21:2efe:e6c4,TCP,87,49184 > 46568 Len=87
505,0.06329,82bb:2ed3:2975:6082:77f:71c0:71a5:fb7,313f:fd3c:edf3:8bd7:bc11:1c19:9d48:e666,UDP,91,25669 > 19393 Len=91
506,0.081649,293a:b9c8:d7e9:290:8745:117:d1c6:ec39,4a89:c131:a458:f804:9aeb:91f8:c536:5adb,TCP,96,8487 > 62107 Len=96
507,0.056385,bd8:c22a:1ff:6244:2131:91a6:bf20:e670,3389:e47:d03:17a8:1bad:f2ef:8c9b:e9b4,UDP,137,51330 > 37075 Len=137
508,0.002692,5c91:e14:86a2:c303:45ab:5178:7f46:87e2,6732:2b66:3bbf:cdd3:8901:eefd:2a39:e196,TCP,140,14763 > 29758 Len=140
509,0.079769,b377:a47:c6cd:c3e7:424d:6e14:7dd7:8819,3a21:9dd9:608e:7176:3858:b104:f496:e3a8,UDP,102,45128 > 33746 Len=102
510,0.013918,f277:81d7:396:a24e:631b:7ea7:e0b8:a265,30f2:4194:dcd5:42cd:6bbd:e7d1:dec9:8f12,TCP,80,17583 > 44190 Len=80
511,0.015414,5396:922a:514e:749a:ff74:9b76:2b66:9cb1,7a6b:c4b3:4b6a:340a:da8e:3f5:d719:dd5d,TCP,98,5871 > 30454 Len=98
512,0.09907,f589:5ff4:42dd:4418:3623:1a07:37dc:52a7,80fa:d71f:378e:7798:e87:b5c3:e805:b08a,TCP,124,27291 > 36044 Len=124
513,0.050661,95b5:3234:b1d2:5934:6fd0:2410:23c3:906,6560:57fd:16da:1754:15ec:4a95:4e2c:17cf,TCP,119,3433 > 52844 Len=119
514,0.096843,3de6:871:f0c4:d6b6:3eaa:7dfe:7af:a3f1,1ea9:3214:717d:33db:30c9:e94f:5c2a:2863,UDP,63,51418 > 17292 Len=63
515,0.06576,e489:598c:6275:c39e:f351:a0f5:ab77:211b,2248:49b2:bca2:7dfa:5f5:77c9:40f2:2365,TCP,71,43425 > 41176 Len=71
516,0.00443,62f9:97d0:a1d3:810d:7642:5eee:cd2:fe91,5937:9be7:e4f8:cb54:fa08:6244:c3a5:6a19,TCP,146,22755 > 64313 Len=146
517,0.079623,15e1:6f54:ba63:d25b:4463:4f8c:95bc:38af,cdc5:61dc:c6eb:ebcc:8622:3aa2:b0af:5d7e,UDP,51,7486 > 17980 Len=51
518,0.0222,a8ab:53d5:48ec:13a0:57a9:b972:ff1a:7f34,8d38:91f0:85af:db37:7b15:e564:bba4:c00f,UDP,107,25542 > 26657 Len=107
519,0.046306,3a7:1b0a:434b:86b3:bfea:f5ae:dc75:1a3c,95d5:7c7a:3efe:7e9e:70c9:7948:b4ee:e767,UDP,94,2633 > 32662 Len=94
520,0.010455,9e4:d69:12c8:1db1:ada9:8eeb:7dae:9097,6d51:c81a:66a3:1bb7:3731:c1d7:5420:6ee1,TCP,60,8630 > 55505 Len=60
521,0.094068,7878:d5b9:cb4:efb3:8a83:9b75:b77c:b84,2313:e243:d120:9dca:5fde:d64d:c64e:c5af,UDP,94,21464 > 23507 Len=94
522,0.045533,8efd:57a1:4937:c652:1958:c2cd:a2c:8900,6baf:f8a8:83cc:8d20:1fc1:b05d:2f7a:52f7,UDP,116,32673 > 23850 Len=116
523,0.047616,5905:2f64:e635:f03:9292:69a3:57f7:fa0,9c0b:dc3c:3525:e89a:736e:cd17:ca8d:3480,TCP,142,46687 > 30675 Len=142
524,0.031891,548e:b353:acb0:84c2:8a94:183a:f1c8:6163,d136:bee2:31ae:37f:1206:e6ea:97fc:df5c,TCP,55,54120 > 47605 Len=55
525,0.011509,78f1:32bc:d424:daf1:fb5a:c72f:9964:82d0,40b4:9266:e4de:de6b:fec8:28b3:86e8:8262,TCP,132,8191 > 45401 Len=132
526,0.080005,c234:311e:282d:f0c5:ddf8:1ca4:334:a69e,c7d1:3127:ca67:5a71:1736:9548:9dc9:6ccf,UDP,116,12456 > 37193 Len=116
527,0.016014,8b1a:9552:a49b:8775:8ce3:53db:8b42:ff7d,6138:437f:17d0:ae66:4db6:251a:4a38:545a,TCP,109,16218 > 53305 Len=109
528,0.040505,2d8a:83e5:8878:b5e0:3f46:b085:aed3:d7e6,ace2:42f1:e52:dbce:d1ae:908f:927f:2676,UDP,73,42998 > 44101 Len=73
529,0.043213,9e62:43da:4347:d344:8f27:1d3f:4448:a37d,110f:c124:43bc:58d8:d714:6aa4:937:2c83,UDP,144,41270 > 58898 Len=144
530,0.019732,d5a3:d820:c407:e0a3:b3f0:3632:bff9:ea45,b226:9aab:d0d6:4473:3950:d6fe:29dc:1266,TCP,99,1315 > 47209 Len=99
531,0.02148,1659:e367:8f53:67e5:abdc:af4b:d14c:63ad,9fff:2e3d:d057:c033:30af:bbc4:bbd5:2701,TCP,146,47145 > 54024 Len=146
532,0.079601,dae9:790c:f0c:54d5:74b4:56e1:bab8:4c29,36ec:92a0:b4e9:7457:744e:5d18:50fa:23d8,UDP,118,13276 > 24996 Len=118
533,0.032598,af1a:1973:69e1:8fc6:a955:988d:99d2:506b,7d33:d307:a3cf:73b8:8d44:7d99:17ea:e709,TCP,64,18217 > 44979 Len=64
534,0.086264,f332:8058:e5ca:ece3:b672:1ec5:553f:c024,4c97:9c2d:f097:4e01:6967:6a69:c985:a52c,TCP,126,26493 > 41086 Len=126
535,0.039254,a0fd:bb19:d691:7270:9a1f:9681:3803:2635,365e:2504:eacb:ab26:a227:fc7a:ce3c:b703,UDP,94,24091 > 56435 Len=94
536,0.045786,32cd:608a:bf2d:c4d8:7c21:6d85:5758:e8f8,429:d46e:e514:f90:eac:cf28:5426:5a45,UDP,136,47291 > 53492 Len=136
537,0.029744,9e20:95ec:5572:ad24:ca2a:e8c2:d38f:1db2,287a:5d93:a26d:d406:8e93:1042:e9a5:87c6,UDP,136,9802 > 21548 Len=136
538,0.011786,ef67:1589:ded:75c3:3d94:bc0d:df53:de2d,4e19:19a6:71f5:d43e:8543:da20:8ca6:ef1c,TCP,64,13020 > 25488 Len=64
539,0.069344,f225:8f5:8050:fe3e:703c:739e:834:ee98,2ff3:6d1e:a0a3:2492:c655:b51b:36d3:6bc,TCP,103,40111 > 10059 Len=103
540,0.057481,7210:ba5e:6025:94f8:4500:2c27:b5df:5d15,8952:f926:f48:a972:a161:21fb:ef6b:280b,TCP,73,32918 > 42672 Len=73
541,0.053738,a83e:8ec7:529d:fbc6:a71a:368e:e58b:d8a4,568b:e5af:4fbc:6ec1:fb1d:d1cf:76f6:8190,UDP,121,11959 > 33113 Len=121
542,0.028883,fc4f:5a82:a1f4:e8ab:8620:f17c:ab8b:7392,a759:44a8:5445:aad4:35e6:c75d:7fe4:4a0d,UDP,90,56204 > 30580 Len=90
543,0.061941,c51f:6667:fd7e:41f0:c57f:3547:3854:c04d,4a4e:e3b1:ee5a:a792:f0c1:f99b:1781:e136,TCP,51,32783 > 9971 Len=51
544,0.019513,e93a:cd3f:83a1:c28a:58f:79c1:ec0d:e6e3,eb96:a97c:c922:acfc:d622:18ef:9dfe:ef92,TCP,121,34148 > 43823 Len=121
545,0.049497,d01d:7332:2f49:72a8:9028:cd90:4646:5b4b,3c33:56e3:c87d:dd24:4e8b:f43a:5dd0:4d27,TCP,103,47563 > 56067 Len=103
546,0.044385,6b4a:76f9:9d67:d123:e9c7:af36:20f6:49f5,f0ef:c786:4f3:8d37:ca44:dcfd:88e8:c344,UDP,60,38077 > 3046 Len=60
547,0.079588,3fbb:103f:360a:1ee5:1a06:1169:befa:1cd1,fc08:cea:f15c:9b0d:ef0e:19f9:dc62:645e,UDP,87,3166 > 19036 Len=87
548,0.022484,b80e:5959:d881:efdd:15:e82:76ca:40ba,c17b:fb7b:305c:86c8:7bf6:1a1:381:6d05,TCP,71,52190 > 30995 Len=71
549,0.056565,9dff:bf00:c4ea:a7d1:9384:9ff8:caad:43db,c3fd:1a2e:7756:54fd:13fb:f193:7cf7:1e34,TCP,120,34500 > 8443 Len=120
550,0.057271,2b27:1460:4795:eac8:b00:ba6a:80d2:1025,bd69:acfb:de68:1275:fc54:999d:a373:cfef,TCP,149,36617 > 54978 Len=149
551,0.099089,7b69:5bea:7bf2:2ef7:2049:3ef7:29c5:4a93,7aeb:973f:ed2c:58a:9fc9:83aa:e0ea:9942,UDP,147,48143 > 29949 Len=147
552,0.054635,b611:f747:6723:8add:6c3d:16c8:ed50:f3ea,e2f0:1745:9389:e04d:c91a:cb25:325f:3bad,TCP,63,49257 > 55423 Len=63
553,0.065367,3b24:98a7:c93:b480:db07:7ebe:9837:6a20,6195:7f37:14bf:6442:43b0:5441:6614:4ae3,UDP,88,58355 > 3136 Len=88
554,0.044973,872:b3d4:9c2:bf63:134e:2e82:bbec:4d3b,46e4:6a83:5d53:d890:2796:7b68:6340:cfe9,TCP,61,29798 > 57731 Len=61
555,0.099396,6598:5b7:ea8b:a208:2edd:ebc3:7339:ae63,74be:3114:8a90:9158:83b4:a95c:7983:f639,UDP,76,54154 > 49364 Len=76
556,0.058792,8696:7292:dc71:6452:808e:1947:5c41:8c8c,9ed0:c846:4bd6:fde2:404c:1de8:6820:1a45,TCP,140,41018 > 42493 Len=140
557,0.042817,7197:26bd:9b2a:50f6:687:a0e3:38e7:bc2f,78a8:1a9d:fa05:6d54:33b4:55a9:2146:6c53,UDP,150,14565 > 54339 Len=150
558,0.020694,8b6e:9a3:5d29:fe90:cf9b:17c5:5771:61b4,358b:311c:9c9f:a7f2:1ab8:b3ab:972f:a9b1,UDP,122,24015 > 35907 Len=122
559,0.028109,3a06:f219:97c0:cd5:e184:2e5e:6242:b749,e3c7:9965:44ba:64fb:b5c0:f520:c593:7fc1,UDP,91,65183 > 47164 Len=91
560,0.029263,3734:3ef1:4f09:7d94:1fc1:a0f6:c06c:3d14,caa4:61ce:eaa0:c548:421a:6b81:72d9:e719,TCP,115,60016 > 45542 Len=115
561,0.081518,7635:8291:9e96:6e76:becd:2e76:3371:c773,fd81:955b:95db:1a9b:f201:3214:943b:cf0d,UDP,146,52515 > 27998 Len=146
562,0.091877,8adc:c1c9:a3d0:fd33:4e9d:579f:1aab:1163,77d:728f:e427:9b3f:720a:4c6f:baa3:6017,TCP,133,9339 > 46992 Len=133
563,0.086608,6780:780:3463:acdd:4a49:7234:c9ec:ddf0,b916:b491:ff90:edc3:53e7:d586:7959:9b04,UDP,68,47645 > 22132 Len=68
564,0.082848,2905:99d3:797c:53de:8099:9ad1:b10a:e570,414f:794e:929:fc9f:2f89:4872:1a5e:fcbf,TCP,112,10341 > 38866 Len=112
565,0.06324,94e0:b9b7:1e67:a6ae:79f6:8a02:5ced:1ddc,ee7e:a6c:3357:30f1:f988:411:c739:c37f,TCP,98,30645 > 5973 Len=98
566,0.063363,c9e:adae:13ce:7178:365d:9b7a:db0c:6bf2,fc23:a4b7:1b92:bb4:1d48:9ac7:7520:7877,UDP,101,34815 > 50163 Len=101
567,0.027823,1b51:ce96:ef9f:f3d7:b2ff:8e74:5a4:f755,4450:667f:80c2:568:bdd8:8a2d:cf93:c093,TCP,108,63299 > 33008 Len=108
568,0.032729,cf89:9cd5:e4d3:def6:3460:ee2:c200:9676,c86:2d0:4815:8869:6bae:3400:5e3:1bbc,UDP,149,56543 > 49043 Len=149
569,0.009314,1c7b:287:42d5:970d:e1c1:de06:4878:c126,88da:1b48:8491:f516:acc9:6438:c3c2:441,TCP,131,44549 > 46721 Len=131
570,0.035822,5cf5:e57b:2484:56ef:f9d:b1d2:e879:3b9f,8db2:a9d6:c4ea:a9c5:9455:b833:70ff:ee4f,UDP,118,27088 > 15299 Len=118
571,0.096813,93d9:d759:7e71:67dd:3f52:3ea8:f33f:8613,d93:b5e1:e335:5516:a94b:7660:851a:9655,UDP,113,18622 > 22183 Len=113
572,0.082834,56ba:e908:3123:741f:b099:abd9:2e6e:c347,2d62:1fcb:a256:b679:fc2d:ce6c:cf72:312f,TCP,120,38899 > 9582 Len=120
573,0.056614,2e6b:5c37:7fe5:f036:2845:9808:fda:58be,e17:1a65:2748:4c70:7b57:bc1c:6c00:a2d1,TCP,150,23551 > 59623 Len=150
574,0.068255,ab9d:5ebf:d863:208d:603:1668:ca04:f62e,44b5:cf77:c22f:9ad1:480:8570:4bde:1d07,UDP,55,7549 > 42061 Len=55
575,0.078389,c69c:a0cd:9c56:29d:e855:a8b7:b8c:f48a,8185:52d8:7a2f:b77a:2b68:bf8d:c8f8:a80a,TCP,52,9166 > 61935 Len=52
576,0.085765,4ca9:d632:f8da:1a5e:1fb0:24fa:5c8a:6e89,bb65:d6f8:4ddc:38a3:8240:7c10:71d0:650,TCP,108,1068 > 63809 Len=108
577,0.04278,b69c:c9d8:10f8:5f74:968e:d94b:3585:f1dd,b073:1dfc:bd31:50ac:6b5e:98a8:5b3c:5fa7,UDP,133,20807 > 11442 Len=133
578,0.087442,807f:48be:d4ce:b737:8f23:962e:7782:ef1d,b2fe:37d4:bad6:3234:229b:fcbe:5c01:390e,TCP,61,43923 > 24645 Len=61
579,0.025039,5b06:1f44:8a62:34ab:ee7f:7d27:3996:d0c0,66c5:9218:8638:e765:827f:467d:8869:f4b,TCP,135,60255 > 43551 Len=135
580,0.016553,dc96:75b9:e9c5:a134:1851:c6cc:9f78:830d,2d86:ee88:2f49:e0f1:f5c0:67a9:833a:e8b,TCP,130,21045 > 48602 Len=130
581,0.069944,dedf:a7ec:2b04:7b57:9ef9:9520:c52f:9812,6d6a:7f27:c8a7:5153:de27:474d:d9f2:e04f,UDP,104,43981 > 7000 Len=104
582,0.07037,b5ea:918e:ee3b:8622:77d9:6a07:9cee:9d46,1978:f841:a48c:eaa8:7945:adb0:b181:ccdd,UDP,77,32272 > 6131 Len=77
583,0.01327,653f:5331:d26:c20d:de9e:58cd:992e:21b0,9ad2:b2c9:7274:517c:ef2d:a6be:9dd0:1b8f,UDP,116,45587 > 30191 Len=116
584,0.000929,503d:dfd8:a66d:e8aa:28bb:afaf:7be0:c3a4,d3b6:3c7c:58e:ff5d:52be:bea2:bc42:bc93,TCP,65,57407 > 28700 Len=65
585,0.069403,ff6c:4c04:8239:9a12:85e5:53b4:d241:7899,f684:ec33:787a:acd4:7e8c:ea3:28e7:a571,TCP,59,16028 > 26128 Len=59
586,0.008933,cc:109e:8f71:32ba:f284:16e2:be73:26de,ebf2:f179:1b98:c902:b24b:69d7:8f1c:ccbb,UDP,63,21559 > 25112 Len=63
587,0.088099,6105:cd7:e2c4:b302:253:b923:d92b:c947,fdbd:c2f:31b5:9854:9708:4d0e:3800:f7bf,UDP,98,51713 > 54328 Len=98
588,0.075316,9a8d:ab5:6916:35f4:5fb1:3bad:50d5:676a,455d:6c85:e370:907d:d347:9c7c:d378:84,UDP,132,45400 > 10386 Len=132
589,0.006841,2a3c:e4e4:fbae:3f2b:ae28:2108:37b0:cbe,e1cb:a9d9:b335:a3cc:7b9f:705d:ec0:b854,UDP,128,43623 > 11779 Len=128
590,0.04401,c17c:375a:f5b7:d6d4:9c53:6e28:6476:2880,3bf:b32b:e409:c9ac:edd9:ef4d:32b1:7e2d,UDP,130,50062 > 10944 Len=130
591,0.091989,61f3:e4d5:5f2c:4e3e:24c9:14ee:638c:b32,766a:4d45:460b:21f0:75f6:8d4a:3dcc:11e5,TCP,77,6705 > 59783 Len=77
592,0.010047,fd8d:91a5:29f2:665:1fa9:a14f:24e0:11e6,1981:dd62:25bb:b8ea:d56e:5b52:157:c054,UDP,125,48865 > 26191 Len=125
593,0.035154,8900:454b:44fd:34bc:60ee:bee7:470b:9441,7ccb:da11:9b4b:784:724d:7505:daa6:c186,TCP,90,52868 > 10187 Len=90
594,0.024779,70f0:d075:2769:a61e:6d9f:5af7:6b24:7c45,83c4:3b2e:53df:142b:9c55:e663:f8f4:43ba,UDP,81,37291 > 40411 Len=81
595,0.060001,90e9:caa5:7cc0:3899:9579:c6b0:6a87:2cbc,406d:2adc:5715:a8d8:411d:28cd:9174:e345,TCP,149,62711 > 46275 Len=149
596,0.002682,5999:fe63:ca6d:7186:7a47:aa8e:74dd:bfa9,2b54:3b88:aadf:2416:4b2c:c86f:65a1:8ec2,TCP,76,34955 > 40799 Len=76
597,0.050952,5bb8:b5f8:8f20:2241:f308:55df:523:a5fe,4282:1eef:4f4d:e44:762a:cae3:bfa8:665,TCP,87,43371 > 4600 Len=87
